,id,rank,FDR,sign,log_FDR,log_rank,srank,desc,iBAQ SPORO1,iBAQ SPORO2,iBAQ SPORO3,iBAQ WALL1,iBAQ WALL2,iBAQ WALL3,iBAQ SPORO4,iBAQ SPORO5,iBAQ SPORO6,iBAQ WALL4,iBAQ WALL5,iBAQ WALL6,log_sum,FDR2,Prediction,SP(Sec/SPI),OTHER,CS Position
cgd2_2840-RA-p1,425,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Pleckstrin homology domain containing protein,0.0,10426.0,0.0,0.0,0.0,0.0,3769000.0,2537200.0,2015500.0,0.0,0.0,0.0,5.841574582761805,-0.13258,OTHER,0.00022999999999999998,0.99977,
cgd4_2890-RA-p1,426,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Uncharacterized protein,0.0,41149.0,0.0,0.0,0.0,0.0,1481600.0,1404400.0,1502700.0,0.0,0.0,0.0,5.567207676657513,-0.13258,OTHER,0.001309,0.998691,
cgd8_1100-RA-p1,427,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,NRAP like nucleolar RNA associated protein,0.0,0.0,10846.0,0.0,0.0,0.0,342700.0,397330.0,393630.0,0.0,0.0,0.0,4.9794368277301375,-0.13258,OTHER,0.000793,0.999207,
Cgd8_1200-RA-p1,428,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,E3A like HECT domain containing ubiquitin protein ligase,0.0,11206.0,0.0,0.0,0.0,0.0,340770.0,53673.0,55619.0,0.0,0.0,0.0,4.5847720808661485,-0.13258,OTHER,0.001039,0.9989610000000001,
cgd5_2590-RA-p1,429,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Glycosyltransferase 2-like,37331.0,0.0,0.0,0.0,0.0,0.0,1562300.0,71032.0,1149500.0,0.0,0.0,0.0,5.371092964383349,-0.13258,OTHER,0.005085,0.994915,
cgd4_3230-RA-p1,430,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Protein kinase-like domain containing protein,119870.0,0.0,0.0,0.0,0.0,0.0,175920.0,239280.0,207070.0,0.0,0.0,0.0,4.791304593857039,-0.13258,SP(Sec/SPI),0.9931399999999999,0.00686,CS pos: 18-19. VLG-SD. Pr: 0.8806
cgd8_2620-RA-p1,431,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Uncharacterized protein,28342.0,0.0,0.0,0.0,0.0,0.0,519960.0,342460.0,331900.0,0.0,0.0,0.0,5.008125168615006,-0.13258,OTHER,0.0008810000000000001,0.9991190000000001,
cgd5_170-RA-p1,432,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Uncharacterized protein,4827.5,0.0,0.0,0.0,0.0,0.0,701630.0,237600.0,659400.0,0.0,0.0,0.0,5.125876207296916,-0.13258,OTHER,0.402801,0.5971989999999999,
cgd1_760-RA-p1,433,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Dual specificity phosphatase,0.0,34104.0,0.0,0.0,0.0,0.0,1333000.0,968390.0,1162900.0,0.0,0.0,0.0,5.4646874734432105,-0.13258,OTHER,0.001775,0.998225,
cgd2_2360-RA-p1,434,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Dop1p family protein,0.0,9769.8,0.0,0.0,0.0,0.0,457680.0,245160.0,200680.0,0.0,0.0,0.0,4.881427361246126,-0.13258,OTHER,0.000598,0.999402,
cgd5_4490-RA-p1,435,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Uncharacterized protein with WD40 repreat,0.0,3782.4,0.0,0.0,0.0,0.0,416600.0,785530.0,831000.0,0.0,0.0,0.0,5.229791105969391,-0.13258,OTHER,0.00027400000000000005,0.999726,
cgd7_2790-RA-p1,436,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,NOT2 / NOT3 / NOT5 domain containing protein,0.0,53681.0,0.0,0.0,0.0,0.0,4356000.0,1758000.0,2618100.0,0.0,0.0,0.0,5.864599127514397,-0.13258,OTHER,0.0006799999999999999,0.9993200000000001,
cgd7_2710-RA-p1,437,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,NUDIX hydrolase domain containing protein,0.0,18936.0,0.0,0.0,0.0,0.0,539270.0,574490.0,468710.0,0.0,0.0,0.0,5.125320205301002,-0.13258,OTHER,0.001215,0.998785,
cgd3_430-RA-p1,438,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Vacuolar protein sorting-associated protein 13,0.0,2680.4,0.0,0.0,0.0,0.0,206730.0,90937.0,173630.0,0.0,0.0,0.0,4.596576388265097,-0.13258,OTHER,0.005385,0.9946149999999999,
cgd3_4240-RA-p1,439,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Insulinase (Peptidase family M16),0.0,12391.0,0.0,0.0,0.0,0.0,379950.0,288350.0,467070.0,0.0,0.0,0.0,4.980670217635181,-0.13258,OTHER,0.000304,0.9996959999999999,
cgd7_1760-RA-p1,440,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Haloacid dehalogenase-like hydrolase/Phospholipid-transporting ATPase,0.0,76153.0,16398.0,0.0,0.0,0.0,0.0,112950.0,77026.0,0.0,0.0,0.0,4.371878711915591,-0.13258,OTHER,0.0016469999999999998,0.998353,
cgd7_1300-RA-p1,441,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Protein kinase-like domain containing protein,0.0,12204.0,0.0,0.0,0.0,0.0,2128900.0,1321100.0,1662200.0,0.0,0.0,0.0,5.630462115472762,-0.13258,SP(Sec/SPI),0.8245709999999999,0.175429,CS pos: 27-28. IYA-EG. Pr: 0.3957
cgd2_630-RA-p1,442,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Inward rectifier potassium channel,0.0,70150.0,0.0,0.0,0.0,0.0,319840.0,354170.0,512390.0,0.0,0.0,0.0,5.019998528450456,-0.13258,OTHER,0.001369,0.9986309999999999,
cgd6_1950-RA-p1,443,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Ribonucleotide reductase,22886.0,0.0,0.0,0.0,0.0,0.0,2600900.0,1620100.0,1558200.0,0.0,0.0,0.0,5.684402915690417,-0.13258,OTHER,0.0018219999999999998,0.9981780000000001,
cgd2_4110-RA-p1,444,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Ubiquitin-conjugating enzyme,0.0,49437.0,0.0,0.0,0.0,0.0,2708100.0,1961700.0,1659800.0,0.0,0.0,0.0,5.725573875126073,-0.13258,OTHER,0.002611,0.997389,
cgd1_1990-RA-p1,445,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,tRNA(His) guanylyltransferase,0.0,64965.0,0.0,0.0,0.0,0.0,600360.0,577890.0,466320.0,0.0,0.0,0.0,5.1536967506622124,-0.13258,OTHER,0.000535,0.9994649999999999,
cgd1_2700-RA-p1,446,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,Methionine aminopeptidase,14916.0,0.0,0.0,0.0,0.0,0.0,458130.0,1446000.0,1643200.0,0.0,0.0,0.0,5.472542661430395,-0.13258,OTHER,0.000772,0.9992280000000001,
cgd4_4480-RA-p1,447,28.110124,0.13258,+,0.8745838020172448,-1.4488627613810792,28.110124,secreted membrane-associated protein (FLGN gene family),0.0,51931.0,0.0,0.0,0.0,0.0,1839500.0,1491600.0,933410.0,0.0,0.0,0.0,5.555944563012931,-0.13258,SP(Sec/SPI),0.9771860000000001,0.022813999999999997,CS pos: 25-26. VRS-EA. Pr: 0.6948
cgd4_790-RA-p1,448,28.02835,0.13258,-,0.8745838020172448,1.4475975320454426,-28.02835,4F5-like/Zinc-binding domain-containing/At2g23090-like protein,280920.0,0.0,0.0,514220.0,0.0,651940.0,2976200.0,3676000.0,2165100.0,2837700.0,4049000.0,3162200.0,6.228598808863241,-0.13258,OTHER,0.000521,0.9994790000000001,
cgd7_1700-RA-p1,449,28.017545000000002,0.13258,-,0.8745838020172448,1.4474300781423477,-28.017545000000002,Histone H2B,3435400.0,1542500.0,1020500.0,13717000.0,9390300.0,14982000.0,149130000.0,139530000.0,86853000.0,30154000.0,95504000.0,70768000.0,7.710418289836561,-0.13258,OTHER,0.0009109999999999999,0.9990889999999999,
cgd8_4150-RA-p1,450,27.941084999999998,0.13258,-,0.8745838020172448,1.4462432665012772,-27.941084999999998,RNA recognition motif domain containing protein,0.0,0.0,0.0,459300.0,503310.0,725950.0,7308500.0,12612000.0,6373500.0,2003800.0,2143500.0,2560000.0,6.46102130108904,-0.13258,OTHER,0.000795,0.9992049999999999,
cgd6_3180-RA-p1,451,27.870458000000003,0.13258,-,0.8745838020172448,1.445144105607397,-27.870458000000003,40S ribosomal protein S15,9893600.0,9395100.0,6982200.0,69474000.0,82156000.0,99607000.0,200750000.0,291780000.0,142860000.0,56901000.0,69465000.0,75366000.0,7.967949442798916,-0.13258,OTHER,0.000379,0.9996209999999999,
cgd8_3100-RA-p1,452,27.836105,0.13258,+,0.8745838020172448,-1.4446084660193632,27.836105,Valyl-tRNA synthetase,653020.0,811900.0,462390.0,158600.0,202300.0,383970.0,20600000.0,17778000.0,19621000.0,833130.0,778470.0,946640.0,6.721737952024414,-0.13258,OTHER,0.001155,0.9988450000000001,
cgd2_390-RA-p1,453,27.802652000000002,0.13258,-,0.8745838020172448,1.4440862237610101,-27.802652000000002,Uncharacterized protein,337010.0,335060.0,0.0,1480500.0,685500.0,1527500.0,8653200.0,10389000.0,4697700.0,5602400.0,5560400.0,4493600.0,6.5619146256262235,-0.13258,SP(Sec/SPI),0.635948,0.364052,CS pos: 27-28. NEQ-ET. Pr: 0.2403
cgd5_1450-RA-p1,454,26.817443,0.13258,+,0.8745838020172448,-1.4284173662101995,26.817443,Uncharacterized protein,245610.0,208420.0,249540.0,150310.0,111870.0,338150.0,4589600.0,3152300.0,3225900.0,0.0,0.0,0.0,6.009723483711037,-0.13258,SP(Sec/SPI),0.918406,0.081594,CS pos: 21-22. VFG-AN. Pr: 0.8462
cgd1_1510-RA-p1,455,26.550786,0.13258,-,0.8745838020172448,1.424077382306755,-26.550786,Signal peptide region containing protein,43063000.0,38877000.0,37654000.0,425280000.0,503160000.0,620250000.0,320090000.0,365340000.0,395850000.0,78300000.0,96109000.0,81648000.0,8.398752970394268,-0.13258,SP(Sec/SPI),0.967923,0.032077,CS pos: 24-25. CEA-GL. Pr: 0.5447
cgd7_4070-RA-p1,456,26.52518,0.13258,+,0.8745838020172448,-1.4236583397078364,26.52518,"Arsenical pump ATPase, ArsA/GET3",340790.0,635580.0,768910.0,391890.0,877750.0,544010.0,8466100.0,7830800.0,4188400.0,41476.0,154750.0,0.0,6.305359539265973,-0.13258,OTHER,0.0005099999999999999,0.99949,
cgd8_4140-RA-p1,457,26.520075,0.13258,-,0.8745838020172448,1.4235747479393752,-26.520075,ELM2 domain-containing protein,0.0,0.0,0.0,0.0,0.0,0.0,2450600.0,1880400.0,1590900.0,12491000.0,11496000.0,10138000.0,6.523387657268984,-0.13258,OTHER,0.000442,0.999558,
cgd7_690-RA-p1,458,26.278267,0.13258,-,0.8745838020172448,1.4195967209656006,-26.278267,Sm-like protein Lsm3,0.0,0.0,0.0,521600.0,1891900.0,689780.0,5123000.0,4410900.0,1475500.0,1712700.0,646140.0,483000.0,6.15010425291448,-0.13258,OTHER,0.000573,0.9994270000000001,
cgd7_580-RA-p1,459,26.081599,0.13258,+,0.8745838020172448,-1.4163342134244916,26.081599,Uncharacterized protein,468460.0,522560.0,305410.0,140240.0,148410.0,406770.0,11449000.0,9043600.0,7567600.0,360980.0,157410.0,428590.0,6.412166858359604,-0.13258,OTHER,0.001052,0.998948,
cgd2_3910-RA-p1,460,25.840785999999998,0.13258,-,0.8745838020172448,1.4123057194728612,-25.840785999999998,Enhancer of rudimentary,0.0,156490.0,0.0,1727100.0,1341900.0,1203500.0,9329100.0,9917500.0,7161600.0,3704200.0,2924800.0,1117000.0,6.507216885557916,-0.13258,OTHER,0.008346,0.991654,
cgd1_890-RA-p1,461,25.248170000000002,0.13258,-,0.8745838020172448,1.4022299057139496,-25.248170000000002,Protein kinase domain containing protein,0.0,0.0,0.0,0.0,0.0,0.0,213820.0,116300.0,185580.0,842940.0,439480.0,1519600.0,5.441658484770878,-0.13258,OTHER,0.178241,0.821759,
cgd4_3050-RA-p1,462,25.140066,0.13258,+,0.8745838020172448,-1.40036641350102,25.140066,Phospholipase/carboxylesterase/thioesterase,497550.0,141910.0,96211.0,154080.0,166370.0,129350.0,24388000.0,26928000.0,36109000.0,0.0,0.0,0.0,6.86830379896384,-0.13258,OTHER,0.45304099999999997,0.546959,
cgd5_310-RA-p1,463,24.725623000000002,0.13389,+,0.8703423266873122,-1.3931472431227476,24.725623000000002,PolyPPase VTC4 like,161740.0,227260.0,98454.0,0.0,0.0,0.0,1975300.0,1521200.0,1251500.0,84743.0,59608.0,97849.0,5.659413350209773,-0.13389,OTHER,0.000758,0.999242,
cgd7_2900-RA-p1,464,24.665926000000002,0.13405,+,0.8698271111074645,-1.3920974242433792,24.665926000000002,26S Proteasome non-ATPase regulatory subunit 7/8,966030.0,907070.0,523990.0,516650.0,785640.0,862610.0,16430000.0,16198000.0,17240000.0,299970.0,85716.0,533540.0,6.663930227599181,-0.13405,OTHER,0.0017239999999999998,0.998276,
cgd5_390-RA-p1,465,24.519370000000002,0.13447,+,0.8684775710869302,-1.389509307239584,24.519370000000002,Winged helix-turn-helix DNA-binding domain containing protein,1535300.0,2189900.0,979770.0,461720.0,489850.0,428300.0,29813000.0,25477000.0,24154000.0,1386900.0,1519600.0,1346900.0,6.874009190476951,-0.13447,OTHER,0.0008460000000000001,0.9991540000000001,
cgd6_690-RA-p1,466,23.867351,0.1383,+,0.8563607647254566,-1.3778042200154137,23.867351,Ribonucleotide reductase small subunit,1999600.0,1503500.0,1867300.0,943410.0,1551200.0,1833900.0,20314000.0,20995000.0,18502000.0,599980.0,280540.0,325360.0,6.7703351514014924,-0.1383,OTHER,0.000167,0.999833,
cgd7_1640-RA-p1,467,23.844875,0.1383,+,0.8563607647254566,-1.3773950501101027,23.844875,GTPase domain-containing signal recognition particle SRP54 subunit,373750.0,422870.0,253090.0,163040.0,300440.0,367630.0,17806000.0,9281200.0,11639000.0,125340.0,293880.0,353580.0,6.537607351128472,-0.1383,OTHER,0.001559,0.998441,
cgd2_130-RA-p1,468,23.74881,0.13853,-,0.8556437726318166,1.3756418529764072,-23.74881,60S acidic ribosomal protein LP2,4147400.0,2135200.0,2170800.0,82805000.0,41280000.0,95799000.0,144840000.0,167470000.0,109980000.0,18880000.0,24589000.0,20454000.0,7.774851620627204,-0.13853,OTHER,0.272529,0.727471,
cgd3_2440-RA-p1,469,23.49454,0.14,-,0.8510890068906435,1.3709669463831304,-23.49454,Ribosomal protein S18A,27698000.0,20104000.0,9453300.0,101580000.0,92496000.0,105630000.0,528010000.0,414730000.0,296250000.0,220720000.0,215180000.0,202370000.0,8.269944941804868,-0.14,OTHER,0.00042699999999999997,0.9995729999999999,
cgd7_4400-RA-p1,470,23.308488,0.1413,+,0.8471004036062524,-1.3675141021540207,23.308488,Coronin,145890.0,167170.0,69097.0,53366.0,245790.0,73264.0,5204500.0,7198500.0,13419000.0,0.0,0.0,0.0,6.3453177980631486,-0.1413,OTHER,0.0016510000000000001,0.9983489999999999,
cgd8_2820-RA-p1,471,23.021063,0.14306,+,0.8417581620191263,-1.3621253733500551,23.021063,Transmembrane DnaJ domain containing protein,92133.0,0.0,0.0,0.0,0.0,0.0,4173000.0,8020600.0,6770600.0,136350.0,0.0,105770.0,6.2063412504994595,-0.14306,OTHER,0.003587,0.9964129999999999,
cgd6_1980-RA-p1,472,22.248196,0.14845,-,0.8257947730598528,1.347294801878375,-22.248196,Uncharacterized protein,117420.0,0.0,0.0,609160.0,480420.0,906890.0,21130000.0,22869000.0,17263000.0,6607000.0,5751900.0,3860800.0,6.821707760236261,-0.14845,SP(Sec/SPI),0.9795,0.0205,CS pos: 19-20. VYC-SN. Pr: 0.8569
cgd2_1350-RA-p1,473,21.935353,0.15061,+,0.8195587018052812,-1.341144627786715,21.935353,26S proteasome subunit P45/AAA+ ATPase core domain containing protein,5582100.0,6560500.0,3825100.0,1483800.0,1792600.0,2638700.0,52283000.0,44347000.0,50516000.0,2694500.0,2389500.0,2037800.0,7.16670288075573,-0.15061,OTHER,0.000138,0.999862,
cgd3_590-RA-p1,474,21.777539,0.1515,+,0.8170150329964183,-1.3380088001622628,21.777539,Uncharacterized protein,61712.0,154970.0,71894.0,0.0,7693.9,0.0,2709300.0,1960900.0,2514500.0,147180.0,168340.0,190400.0,5.823196451637378,-0.1515,OTHER,0.000588,0.9994120000000001,
cgd8_4050-RA-p1,475,21.609270000000002,0.15248,-,0.814231266566387,1.334640095882467,-21.609270000000002,Ribosomal protein S29,5960500.0,5595900.0,4389000.0,41701000.0,20288000.0,38226000.0,95272000.0,88863000.0,69574000.0,43547000.0,37077000.0,34979000.0,7.6069832984571155,-0.15248,OTHER,0.001254,0.9987459999999999,
cgd1_2270-RA-p1,476,21.568631,0.15256,-,0.814004806135286,1.3338225805214656,-21.568631,40S ribosomal protein S26,22128000.0,24617000.0,13020000.0,164500000.0,123920000.0,154870000.0,380120000.0,185420000.0,178380000.0,72929000.0,74420000.0,132570000.0,8.104627642473778,-0.15256,OTHER,0.000588,0.9994120000000001,
cgd6_2180-RA-p1,477,21.461581,0.15327000000000002,+,0.8120001275951646,-1.3316617117718161,21.461581,GTpase translation initiation factor IF2,431720.0,515180.0,316070.0,272190.0,340560.0,315090.0,22693000.0,19354000.0,21382000.0,488850.0,257440.0,794280.0,6.7479318987060015,-0.15327000000000002,OTHER,0.000291,0.9997090000000001,
cgd8_4720-RA-p1,478,21.116439,0.15565,+,0.8053469280470659,-1.3246206821836153,21.116439,"Seryl-tRNA synthetase, cytoplasmic",2128100.0,2465100.0,1977600.0,942640.0,1404800.0,1901400.0,43118000.0,41006000.0,36088000.0,1138200.0,1230400.0,1038800.0,7.049344156558271,-0.15565,OTHER,0.000204,0.9997959999999999,
cgd6_273-RA-p1,479,20.582601999999998,0.16017,+,0.7929853413170997,-1.3135002762967192,20.582601999999998,Coatomer beta subunit,413230.0,860120.0,333570.0,190590.0,298710.0,194670.0,10621000.0,9512000.0,8634300.0,430360.0,309260.0,471510.0,6.429608567718249,-0.16017,OTHER,0.009399,0.9906010000000001,
cgd8_5010-RA-p1,480,20.546948999999998,0.16017,-,0.7929853413170997,1.3127473429597316,-20.546948999999998,Uncharacterized protein,0.0,0.0,0.0,0.0,0.0,0.0,4611500.0,6549200.0,5146800.0,18725000.0,17671000.0,14282000.0,6.746799557376979,-0.16017,OTHER,0.06677899999999999,0.933221,
cgd6_820-RA-p1,481,20.386635000000002,0.16147999999999998,-,0.7894674629306033,1.3093455474292561,-20.386635000000002,Uncharacterized Secreted Protein,49829000.0,36927000.0,46994000.0,442340000.0,567130000.0,707440000.0,262420000.0,417620000.0,413720000.0,72973000.0,81385000.0,73364000.0,8.42217137409734,-0.16147999999999998,SP(Sec/SPI),0.988498,0.011502,CS pos: 21-22. VQA-ST. Pr: 0.8217
cgd7_3020-RA-p1,482,20.293153,0.16203,-,0.78799894248771,1.307349529739985,-20.293153,Rhomboid-like protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194140.0,2282900.0,926020.0,2761000.0,5.710685611374178,-0.16203,OTHER,0.00021600000000000002,0.999784,
cgd4_230-RA-p1,483,19.925843,0.16532,+,0.7793167220256546,-1.2994167040959366,19.925843,Uncharacterized protein,196190.0,195680.0,146370.0,105420.0,92655.0,309690.0,7186300.0,7233800.0,5877800.0,144450.0,115330.0,148460.0,6.258320843552506,-0.16532,SP(Sec/SPI),0.5952930000000001,0.40470700000000004,CS pos: 26-27. ALS-EN. Pr: 0.5135
cgd4_3580-RA-p1,484,19.617359,0.16746,+,0.7737610829240152,-1.2926405397957565,19.617359,Protein kinase-like domain containing protein (HCD gene family),1617600.0,1579500.0,1042600.0,823370.0,889080.0,1624300.0,19210000.0,17357000.0,15385000.0,337340.0,376960.0,415360.0,6.703707628285769,-0.16746,SP(Sec/SPI),0.8242,0.1758,CS pos: 20-21. VER-HD. Pr: 0.5569
cgd4_3620-RA-p1,485,19.584286,0.16757,-,0.7734774241364507,1.2919077427507448,-19.584286,Immunodominant antigen 23393226,99187000.0,5442500.0,5689500.0,186850000.0,161300000.0,225650000.0,932640000.0,1022300000.0,996970000.0,185460000.0,253110000.0,243240000.0,8.556085198639991,-0.16757,OTHER,0.001004,0.9989959999999999,
cgd2_3060-RA-p1,486,19.4859,0.16825,-,0.7717279978760005,1.2897204694567608,-19.4859,Uncharacterized protein,0.0,0.0,0.0,0.0,0.0,0.0,989350.0,364650.0,254970.0,1531900.0,880210.0,1407200.0,5.655480995172692,-0.16825,SP(Sec/SPI),0.9866459999999999,0.013354,CS pos: 20-21. CKC-DG. Pr: 0.5802
cgd7_1460-RA-p1,487,19.254966,0.17006,-,0.767105490843987,1.2845427560916804,-19.254966,40S ribosomal protein S27,12218000.0,11714000.0,8484900.0,64906000.0,56579000.0,80398000.0,255980000.0,239130000.0,171360000.0,97635000.0,84890000.0,79479000.0,7.986314028845405,-0.17006,OTHER,0.0016460000000000001,0.9983540000000001,
cgd3_2740-RA-p1,488,19.009995999999997,0.17213,+,0.7618785922184881,-1.2789820254831121,19.009995999999997,T1Dc domain containing protein,107730.0,165210.0,51259.0,69342.0,45695.0,168600.0,3326600.0,2188700.0,2835000.0,0.0,0.0,0.0,5.8730364054525594,-0.17213,OTHER,0.001428,0.9985719999999999,
cgd3_3970-RA-p1,489,18.999713,0.17213,-,0.7618785922184881,1.278747040770845,-18.999713,Yer007c-ap/MCT-1 like PUA RNA binding domain containing protein,121390.0,0.0,0.0,193070.0,187880.0,203740.0,9243600.0,8105400.0,6471800.0,3851900.0,3131800.0,2245100.0,6.4491656151225145,-0.17213,OTHER,0.000692,0.999308,
cgd7_1270-RA-p1,490,18.971018,0.17213,+,0.7618785922184881,-1.2780906361032291,18.971018,Uncharacterized protein,2438400.0,2843700.0,1907700.0,530250.0,739560.0,853630.0,24330000.0,22107000.0,21945000.0,1539100.0,1291100.0,1545800.0,6.835009749104503,-0.17213,OTHER,0.0060090000000000005,0.993991,
cgd1_1710-RA-p1,491,18.947060999999998,0.17213,+,0.7618785922184881,-1.2775418533293246,18.947060999999998,Phosphoglycerate mutase,36347.0,83203.0,0.0,0.0,0.0,0.0,3233700.0,2278900.0,2129800.0,105710.0,171630.0,0.0,5.82603644913144,-0.17213,OTHER,0.0006940000000000001,0.9993059999999999,
cgd8_3760-RA-p1,492,18.819815,0.17256,+,0.7608006579456985,-1.274615349969344,18.819815,Signal Peptide Uncharacterized transmembrane Protein,17396.0,41393.0,18313.0,0.0,0.0,0.0,2028000.0,1651000.0,1741900.0,59089.0,131180.0,126720.0,5.685367800849455,-0.17256,SP(Sec/SPI),0.9933299999999999,0.006670000000000001,CS pos: 24-25. SKA-TV. Pr: 0.8606
cgd6_2490-RA-p1,493,18.783361,0.17256,+,0.7608006579456985,-1.2737733053504035,18.783361,"Ubiquitin-transferase, putative",378900.0,383490.0,233320.0,258530.0,313400.0,349690.0,12738000.0,11729000.0,9201700.0,82123.0,260810.0,279840.0,6.479632921987077,-0.17256,OTHER,0.002665,0.9973350000000001,
Cgd7_260-RA-p1,494,18.720869,0.17256,-,0.7608006579456985,1.2723260042923306,-18.720869,VIT/Ccc1 family,0.0,0.0,0.0,731170.0,651800.0,1193500.0,4629000.0,1874100.0,1422400.0,665160.0,436570.0,379740.0,5.9994002596989215,-0.17256,OTHER,0.00085,0.99915,
cgd3_980-RA-p1,495,18.71515,0.17256,-,0.7608006579456985,1.2721933122899396,-18.71515,Peptidase S54 rhomboid domain containing protein,819320.0,0.0,0.0,337570.0,484110.0,455170.0,2035700.0,5467200.0,4692800.0,6819500.0,5322800.0,6146700.0,6.433781430952323,-0.17256,OTHER,0.000202,0.999798,
cgd6_2280-RA-p1,496,18.664815,0.17256,+,0.7608006579456985,-1.2710236896881297,18.664815,Glycosylphosphatidylinositol-mannosyltransferase I,94509.0,64524.0,107470.0,115810.0,75266.0,0.0,6961800.0,10214000.0,14628000.0,0.0,0.0,0.0,6.42950168114948,-0.17256,SP(Sec/SPI),0.9516479999999999,0.048352,CS pos: 26-27. LDA-YS. Pr: 0.6225
cgd8_3590-RA-p1,497,18.578124,0.17304,+,0.7596005342613589,-1.2690018572581454,18.578124,Uncharacterized Secreted Protein (WYLE gene family),2506200.0,2083200.0,1971500.0,855180.0,1126900.0,1990200.0,76015000.0,76012000.0,67360000.0,2994900.0,2879800.0,1859400.0,7.296764394016541,-0.17304,SP(Sec/SPI),0.965363,0.034637,CS pos: 18-19. ILS-KK. Pr: 0.8323
cgd3_1710-RA-p1,498,18.427554,0.1742,-,0.7567138539165539,1.2654676925277386,-18.427554,Uncharacterized protein,2572700.0,2435300.0,2614900.0,15947000.0,15780000.0,20235000.0,88127000.0,92466000.0,100860000.0,31517000.0,32625000.0,30565000.0,7.560051066739984,-0.1742,SP(Sec/SPI),0.860758,0.139242,CS pos: 19-20. ISA-NN. Pr: 0.7118
cgd7_5140-RA-p1,499,18.418303,0.1742,-,0.7567138539165539,1.265249613282818,-18.418303,Uncharacterized Protein,7518300.0,5982200.0,5928800.0,114470000.0,145760000.0,164570000.0,185150000.0,196760000.0,212740000.0,35503000.0,33359000.0,23660000.0,7.974435427369053,-0.1742,SP(Sec/SPI),0.973426,0.026574,CS pos: 19-20. VKG-AK. Pr: 0.7243
cgd6_330-RA-p1,500,17.8813,0.17912,-,0.7446792426348918,1.2523990895327695,-17.8813,PH domain containing protein,0.0,79846.0,0.0,377570.0,440950.0,444250.0,1561700.0,1627900.0,586670.0,316810.0,298440.0,254450.0,5.698143044640489,-0.17912,OTHER,0.0006360000000000001,0.9993639999999999,
cgd5_3720-RA-p1,501,17.777668,0.17976,-,0.743137994103597,1.2498747914398942,-17.777668,30S ribosomal protein S17e [rps17e].,29169000.0,22090000.0,15628000.0,100600000.0,83152000.0,135820000.0,687420000.0,567780000.0,318390000.0,310250000.0,262330000.0,237300000.0,8.363287391138341,-0.17976,OTHER,0.00044,0.99956,
cgd6_1180-RA-p1,502,17.755422,0.17976,+,0.743137994103597,-1.2493309988056656,17.755422,Uncharacterized Secreted Protein,26594.0,32063.0,17681.0,0.0,0.0,0.0,1209600.0,526760.0,674660.0,0.0,42826.0,68635.0,5.335594787190001,-0.17976,OTHER,0.036167000000000005,0.9638329999999999,
cgd8_4360-RA-p1,503,17.639304,0.18068,-,0.7409319882376818,1.2464814450292085,-17.639304,Ribosomal protein S8,35984000.0,21850000.0,14462000.0,121390000.0,77377000.0,131100000.0,246310000.0,232650000.0,213150000.0,124070000.0,123840000.0,118990000.0,8.085520392540605,-0.18068,OTHER,0.000898,0.999102,
cgd8_3560-RA-p1,504,17.181016,0.18514,+,0.7303936691605211,-1.2350488422744372,17.181016,Uncharacterized Secreted Protein (WYLE gene family),356020.0,445820.0,329940.0,238150.0,327150.0,548780.0,24910000.0,22354000.0,25405000.0,397360.0,0.0,0.0,6.797684203565931,-0.18514,SP(Sec/SPI),0.9094690000000001,0.090531,CS pos: 19-20. VKS-FE. Pr: 0.8723
cgd6_920-RA-p1,505,17.104603,0.18558,+,0.7293677394874797,-1.2331129986081795,17.104603,26s protease regulatory subunit P45,4870100.0,5386200.0,3369600.0,1878300.0,2107400.0,2372800.0,44721000.0,51506000.0,62465000.0,1901700.0,2891800.0,2075700.0,7.18926941396632,-0.18558,OTHER,0.000426,0.999574,
