,id,rank,FDR,sign,log_FDR,log_rank,srank,desc,log_sum,Prediction,SP(Sec/SPI),OTHER,CS Position,TM,SP,PREDICTION,Gene_id,Gene_acc,SignedRank,log10iBAQ,Desc,t_gondii_ortho,p_falciparum,p_falciparum_ortho,n_caninum_ortho
cgd3_4240-RA-p1,152,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Insulinase (Peptidase family M16),5.3016660244555815,OTHER,0.000304,0.9996959999999999,,0,0,o,cgd3_4240-RA-p1,152,-5.301898,5.3016660244555815,Insulinase (Peptidase family M16),False,False,True,False
cgd2_240-RA-p1,153,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Ubiquitin-conjugating enzyme,5.7656661958060225,OTHER,0.0007559999999999999,0.999244,,0,0,o,cgd2_240-RA-p1,153,-5.301898,5.7656661958060225,Ubiquitin-conjugating enzyme,True,False,False,False
cgd3_3680-RA-p1,154,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Uncharacterized protein with EF-hand domain,5.416577549488165,OTHER,0.00061,0.99939,,2,0,o215-235i342-359o,cgd3_3680-RA-p1,154,-5.301898,5.416577549488165,Uncharacterized protein with EF-hand domain,False,False,True,True
cgd2_1460-RA-p1,155,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,SUMO-1 activating enzyme subunit 2,6.155807229173856,OTHER,0.002262,0.9977379999999999,,0,0,o,cgd2_1460-RA-p1,155,-5.301898,6.155807229173856,SUMO-1 activating enzyme subunit 2,True,False,True,True
cgd2_990-RA-p1,156,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Queuine tRNA-ribosyltransferase,6.089301976825452,OTHER,0.00023799999999999998,0.999762,,0,0,o,cgd2_990-RA-p1,156,-5.301898,6.089301976825452,Queuine tRNA-ribosyltransferase,False,False,True,True
cgd4_3190-RA-p1,157,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Small nuclear ribonucleoprotein,5.946100035814859,OTHER,0.000677,0.999323,,0,0,o,cgd4_3190-RA-p1,157,-5.301898,5.946100035814859,Small nuclear ribonucleoprotein,True,False,True,True
cgd8_2250-RA-p1,158,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,XRN 5-3 exonuclease N-terminus,4.750729985346325,OTHER,0.0018,0.9982,,0,0,o,cgd8_2250-RA-p1,158,-5.301898,4.750729985346325,XRN 5-3 exonuclease N-terminus,True,False,True,True
cgd4_3250-RA-p1,159,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,tRNA (guanine(26)-N(2))-dimethyltransferase,5.711103917985617,OTHER,0.000252,0.999748,,0,0,o,cgd4_3250-RA-p1,159,-5.301898,5.711103917985617,tRNA (guanine(26)-N(2))-dimethyltransferase,True,False,True,True
cgd6_3480-RA-p1,160,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Uncharacterized protein,5.569892178299148,OTHER,0.014065000000000001,0.985935,,1,0,o6-27i,cgd6_3480-RA-p1,160,-5.301898,5.569892178299148,Uncharacterized protein,False,False,False,False
cgd3_3640-RA-p1,161,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Protein kinase-like domain containing protein,5.562885995034771,SP(Sec/SPI),0.775429,0.224571,CS pos: 31-32. SGA-TS. Pr: 0.4047,0,Y,n14-25c33/34o,cgd3_3640-RA-p1,161,-5.301898,5.562885995034771,Protein kinase-like domain containing protein,False,False,False,False
cgd6_2730-RA-p1,162,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Signal Peptide Uncharacterized transmembrane Protein,5.618565801921634,SP(Sec/SPI),0.941757,0.058242999999999996,CS pos: 21-22. SQG-LG. Pr: 0.8131,1,Y,n5-13c21/22o230-254i,cgd6_2730-RA-p1,162,-5.301898,5.618565801921634,Signal Peptide Uncharacterized transmembrane Protein,False,False,False,False
cgd8_510-RA-p1,163,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Pus1p-like type II pseudousynthas TruA,5.219289745077169,OTHER,0.000745,0.9992549999999999,,0,0,o,cgd8_510-RA-p1,163,-5.301898,5.219289745077169,Pus1p-like type II pseudousynthas TruA,True,False,True,True
cgd7_5300-RA-p1,164,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Rab geranylgeranyltransferase alpha subunit,5.788142671087316,OTHER,0.00054,0.99946,,0,0,o,cgd7_5300-RA-p1,164,-5.301898,5.788142671087316,Rab geranylgeranyltransferase alpha subunit,False,False,False,False
cgd8_4850-RA-p1,165,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,SUN/Galactose-binding domain containing protein,5.214340410319735,OTHER,0.417914,0.582086,,1,Y,n6-17c25/26o962-982i,cgd8_4850-RA-p1,165,-5.301898,5.214340410319735,SUN/Galactose-binding domain containing protein,False,False,False,False
cgd1_1540-RA-p1,166,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Dynein intermediate chain,6.438546040405361,OTHER,0.000386,0.9996139999999999,,0,0,o,cgd1_1540-RA-p1,166,-5.301898,6.438546040405361,Dynein intermediate chain,True,False,True,True
cgd8_290-RA-p1,167,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Serine-threonine protein phosphatase,5.8253709348436296,SP(Sec/SPI),0.597777,0.402223,CS pos: 28-29. VNS-HI. Pr: 0.4494,0,Y,n13-23c28/29o,cgd8_290-RA-p1,167,-5.301898,5.8253709348436296,Serine-threonine protein phosphatase,True,False,True,True
cgd3_2220-RA-p1,168,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Ubiquitin-conjugating enzyme,6.458169313632835,OTHER,0.0016829999999999998,0.998317,,0,0,i,cgd3_2220-RA-p1,168,-5.301898,6.458169313632835,Ubiquitin-conjugating enzyme,True,False,True,True
cgd3_1750-RA-p1,169,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Uncharacterized protein,6.321723709562362,SP(Sec/SPI),0.729653,0.270347,CS pos: 16-17. IGG-IN. Pr: 0.2355,0,Y,n2-12c16/17o,cgd3_1750-RA-p1,169,-5.301898,6.321723709562362,Uncharacterized protein,False,False,False,False
cgd1_3240-RA-p1,170,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Uncharacterized protein,5.440355370926208,OTHER,0.002227,0.9977729999999999,,1,0,o3088-3106i,cgd1_3240-RA-p1,170,-5.301898,5.440355370926208,Uncharacterized protein,False,False,True,False
cgd2_1840-RA-p1,171,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Signal peptide,6.067172129995953,SP(Sec/SPI),0.9996229999999999,0.000377,CS pos: 19-20. VHG-FP. Pr: 0.9812,0,Y,n3-11c19/20o,cgd2_1840-RA-p1,171,-5.301898,6.067172129995953,Signal peptide,False,False,False,False
cgd2_620-RA-p1,172,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Protein transport Sec61-beta/Sbh,6.306635868333671,OTHER,0.000662,0.999338,,1,0,o63-85i,cgd2_620-RA-p1,172,-5.301898,6.306635868333671,Protein transport Sec61-beta/Sbh,False,False,True,False
cgd2_630-RA-p1,173,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Inward rectifier potassium channel,5.427414694565268,OTHER,0.001369,0.9986309999999999,,3,0,o102-126i138-157o169-190i,cgd2_630-RA-p1,173,-5.301898,5.427414694565268,Inward rectifier potassium channel,False,False,False,True
cgd7_190-RA-p1,174,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Dynamitin,5.644032992959918,OTHER,0.0008269999999999999,0.999173,,0,0,o,cgd7_190-RA-p1,174,-5.301898,5.644032992959918,Dynamitin,False,False,False,False
cgd5_2040-RA-p1,175,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Glycosyl transferase family 2,5.528625359730756,OTHER,0.001335,0.9986649999999999,,0,0,o,cgd5_2040-RA-p1,175,-5.301898,5.528625359730756,Glycosyl transferase family 2,True,False,True,True
cgd7_2840-RA-p1,176,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,SUMO-conjugating enzyme Ubc9,5.999007227085422,OTHER,0.002649,0.997351,,0,0,i,cgd7_2840-RA-p1,176,-5.301898,5.999007227085422,SUMO-conjugating enzyme Ubc9,True,False,True,True
cgd8_1560-RA-p1,177,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Peptidyl-prolyl cis-trans isomerase,6.250087241070202,OTHER,0.000576,0.999424,,0,0,o,cgd8_1560-RA-p1,177,-5.301898,6.250087241070202,Peptidyl-prolyl cis-trans isomerase,True,False,True,True
cgd5_2730-RA-p1,178,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Uncharacterized protein,6.387809678646677,SP(Sec/SPI),0.670242,0.329758,CS pos: 27-28. VDS-TV. Pr: 0.4409,0,Y,n10-21c27/28o,cgd5_2730-RA-p1,178,-5.301898,6.387809678646677,Uncharacterized protein,False,False,False,False
cgd4_920-RA-p1,179,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Histidine phosphatase superfamily clade-2,5.365778353433398,SP(Sec/SPI),0.9617129999999999,0.038287,CS pos: 15-16. VGC-VI. Pr: 0.5733,0,Y,n3-13c18/19o,cgd4_920-RA-p1,179,-5.301898,5.365778353433398,Histidine phosphatase superfamily clade-2,True,False,False,False
cgd3_4250-RA-p1,180,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,unspecified product,5.753839576862761,OTHER,0.000816,0.999184,,0,0,o,cgd3_4250-RA-p1,180,-5.301898,5.753839576862761,unspecified product,False,False,True,False
cgd5_1150-RA-p1,181,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Transcription factor IIS domain containing protein,6.297037544125063,OTHER,0.000298,0.9997020000000001,,0,0,o,cgd5_1150-RA-p1,181,-5.301898,6.297037544125063,Transcription factor IIS domain containing protein,True,False,True,True
cgd5_2380-RA-p1,182,5.301898,1.0,-,-0.000390689249910088,-0.7244313683493072,-5.301898,Uncharacterized Protein,5.153987531914477,OTHER,0.000833,0.999167,,0,0,o,cgd5_2380-RA-p1,182,-5.301898,5.153987531914477,Uncharacterized Protein,True,False,True,True
cgd2_3130-RA-p1,183,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Uncharacterized protein,6.016854155865871,OTHER,0.00041600000000000003,0.999584,,1,0,o399-417i,cgd2_3130-RA-p1,183,5.301898,6.016854155865871,Uncharacterized protein,False,False,False,False
cgd3_1830-RA-p1,184,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Uncharacterized protein,4.719877127149593,SP(Sec/SPI),0.685451,0.31454899999999997,CS pos: 30-31. VFC-IN. Pr: 0.5764,0,Y,n14-25c30/31o,cgd3_1830-RA-p1,184,5.301898,4.719877127149593,Uncharacterized protein,False,False,False,False
cgd2_4350-RA-p1,185,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Patched family protein,5.244564081018601,OTHER,0.000325,0.999675,,12,0,i110-131o438-459i471-492o498-520i541-560o572-595i836-861o1051-1069i1076-1096o1102-1121i1142-1163o1169-1197i,cgd2_4350-RA-p1,185,5.301898,5.244564081018601,Patched family protein,True,False,True,True
cgd4_2470-RA-p1,186,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Uncharacterized protein,5.5522889045393145,SP(Sec/SPI),0.924457,0.075543,CS pos: 20-21. VFS-KH. Pr: 0.7806,3,Y,n3-13c20/21o330-354i571-591o597-616i,cgd4_2470-RA-p1,186,5.301898,5.5522889045393145,Uncharacterized protein,False,False,False,False
cgd4_4160-RA-p1,187,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Uncharacterized protein,6.094443758724979,OTHER,0.216158,0.783842,,1,0,o183-201i,cgd4_4160-RA-p1,187,5.301898,6.094443758724979,Uncharacterized protein,False,False,False,False
cgd7_4440-RA-p1,188,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Glycosyltransferase 2-like,6.507644517577051,OTHER,0.00037999999999999997,0.9996200000000001,,0,0,o,cgd7_4440-RA-p1,188,5.301898,6.507644517577051,Glycosyltransferase 2-like,False,False,False,False
cgd7_3500-RA-p1,189,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Leo1-like protein,5.520594876026084,OTHER,0.002091,0.997909,,0,0,o,cgd7_3500-RA-p1,189,5.301898,5.520594876026084,Leo1-like protein,True,False,False,False
cgd7_1350-RA-p1,190,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Uncharacterized protein,6.460230359950132,OTHER,0.007405,0.9925950000000001,,1,0,i52-75o,cgd7_1350-RA-p1,190,5.301898,6.460230359950132,Uncharacterized protein,False,False,False,False
cgd6_3530-RA-p1,191,5.257357,1.0,-,-0.000390689249910088,-0.7207674687182218,-5.257357,Uncharacterized protein with WD40-repeat,6.098227110892797,OTHER,0.00056,0.99944,,2,0,i110-130o167-185i,cgd6_3530-RA-p1,191,-5.257357,6.098227110892797,Uncharacterized protein with WD40-repeat,False,False,False,False
cgd7_4070-RA-p1,192,5.231749,1.0,-,-0.000390689249910088,-0.7186468999702983,-5.231749,"Arsenical pump ATPase, ArsA/GET3",6.680283527943633,OTHER,0.0005099999999999999,0.99949,,0,0,o,cgd7_4070-RA-p1,192,-5.231749,6.680283527943633,"Arsenical pump ATPase, ArsA/GET3",True,False,True,True
cgd1_50-RA-p1,193,5.148814,1.0,+,-0.000390689249910088,0.7117072032988455,5.148814,Uncharacterized protein with Tetratricopeptide repeat,5.160238367096834,OTHER,0.000607,0.999393,,0,0,o,cgd1_50-RA-p1,193,5.148814,5.160238367096834,Uncharacterized protein with Tetratricopeptide repeat,True,False,True,True
cgd8_2530-RA-p1,194,5.132976,1.0,+,-0.000390689249910088,0.7103692336564509,5.132976,Sushi/SCR/CCP domain containing protein,6.984890048985947,SP(Sec/SPI),0.861924,0.138076,CS pos: 27-28. SRC-EQ. Pr: 0.5209,0,Y,n8-19c27/28o,cgd8_2530-RA-p1,194,5.132976,6.984890048985947,Sushi/SCR/CCP domain containing protein,True,False,True,True
cgd6_710-RA-p1,195,5.116535,1.0,+,-0.000390689249910088,0.7089759492937003,5.116535,Uncharacterized Secreted Protein,7.524689880184148,SP(Sec/SPI),0.638772,0.361228,CS pos: 29-30. VSC-IP. Pr: 0.5599,0,Y,n11-22c29/30o,cgd6_710-RA-p1,195,5.116535,7.524689880184148,Uncharacterized Secreted Protein,False,False,False,False
cgd3_1220-RA-p1,196,5.103673000000001,1.0,+,-0.000390689249910088,0.7078828407042854,5.103673000000001,Hyaluronan/mRNA-binding protein,8.265595064951183,OTHER,0.002407,0.9975930000000001,,0,0,o,cgd3_1220-RA-p1,196,5.103673000000001,8.265595064951183,Hyaluronan/mRNA-binding protein,False,False,False,False
cgd1_1060-RA-p1,197,5.091891,1.0,-,-0.000390689249910088,-0.7068790983191674,-5.091891,Uncharacterized protein with Armadillo-type fold,6.436487212557133,OTHER,0.0009400000000000001,0.9990600000000001,,1,0,i193-214o,cgd1_1060-RA-p1,197,-5.091891,6.436487212557133,Uncharacterized protein with Armadillo-type fold,False,False,False,False
cgd1_1080-RA-p1,198,5.069776999999999,1.0,-,-0.000390689249910088,-0.7049888568087972,-5.069776999999999,Alpha beta hydrolase,6.860346991881117,OTHER,0.000824,0.9991760000000001,,0,0,o,cgd1_1080-RA-p1,198,-5.069776999999999,6.860346991881117,Alpha beta hydrolase,True,False,False,True
cgd5_680-RA-p1,199,5.053105,1.0,-,-0.000390689249910088,-0.703558322668632,-5.053105,WD40-repeat-containing protein,7.056260551123566,OTHER,0.006781000000000001,0.9932190000000001,,0,0,o,cgd5_680-RA-p1,199,-5.053105,7.056260551123566,WD40-repeat-containing protein,True,False,True,True
cgd8_4720-RA-p1,200,5.040396,1.0,-,-0.000390689249910088,-0.7024646582429075,-5.040396,"Seryl-tRNA synthetase, cytoplasmic",7.380949517648325,OTHER,0.000204,0.9997959999999999,,0,0,o,cgd8_4720-RA-p1,200,-5.040396,7.380949517648325,"Seryl-tRNA synthetase, cytoplasmic",True,False,True,True
cgd4_960-RA-p1,201,4.9800699999999996,1.0,-,-0.000390689249910088,-0.6972354472577248,-4.9800699999999996,Phosphomannomutase,6.816088772858218,OTHER,0.000788,0.9992120000000001,,0,0,o,cgd4_960-RA-p1,201,-4.9800699999999996,6.816088772858218,Phosphomannomutase,True,False,True,True
cgd6_620-RA-p1,202,4.954636,1.0,-,-0.000390689249910088,-0.6950117538771602,-4.954636,"Casein kinase II, alpha subunit",6.777203092237381,OTHER,0.001105,0.9988950000000001,,0,0,o,cgd6_620-RA-p1,202,-4.954636,6.777203092237381,"Casein kinase II, alpha subunit",True,False,True,True
cgd6_5140-RA-p1,203,4.920397,1.0,-,-0.000390689249910088,-0.6920001450343358,-4.920397,Concanavalin A-like lectin/glucanase domain containing protein,7.331433370526965,SP(Sec/SPI),0.865914,0.13408599999999998,CS pos: 21-22. GFG-HN. Pr: 0.6691,1,0,o439-457i,cgd6_5140-RA-p1,203,-4.920397,7.331433370526965,Concanavalin A-like lectin/glucanase domain containing protein,True,False,True,True
cgd3_1960-RA-p1,204,4.890445,1.0,-,-0.000390689249910088,-0.6893483790114332,-4.890445,Uncharacterized protein,5.161996525422446,OTHER,0.000517,0.999483,,0,0,o,cgd3_1960-RA-p1,204,-4.890445,5.161996525422446,Uncharacterized protein,False,False,False,False
cgd8_630-RA-p1,205,4.874515,1.0,-,-0.000390689249910088,-0.6879314111520837,-4.874515,26S proteasome non-ATPase regulatory subunit 5,6.949383353918186,OTHER,0.00047000000000000004,0.9995299999999999,,0,0,o,cgd8_630-RA-p1,205,-4.874515,6.949383353918186,26S proteasome non-ATPase regulatory subunit 5,True,False,False,True
cgd2_320-RA-p1,206,4.670653,1.0,-,-0.000390689249910088,-0.669377603150956,-4.670653,Activator of Hsp90 ATPase homolog 1-like protein,6.880115875189597,OTHER,0.001213,0.9987870000000001,,0,0,o,cgd2_320-RA-p1,206,-4.670653,6.880115875189597,Activator of Hsp90 ATPase homolog 1-like protein,True,False,True,True
cgd6_1660-RA-p1,207,4.630565,1.0,+,-0.000390689249910088,0.6656339848434011,4.630565,Uncharacterized protein with Thrombospondin type-1 (TSP1) repeat,7.09394089944305,SP(Sec/SPI),0.810245,0.189755,CS pos: 27-28. VEF-HL. Pr: 0.2847,0,Y,n8-20c32/33o,cgd6_1660-RA-p1,207,4.630565,7.09394089944305,Uncharacterized protein with Thrombospondin type-1 (TSP1) repeat,False,False,False,False
cgd7_2900-RA-p1,208,4.619311,1.0,-,-0.000390689249910088,-0.6645772025663244,-4.619311,26S Proteasome non-ATPase regulatory subunit 7/8,7.075604012018283,OTHER,0.0017239999999999998,0.998276,,0,0,o,cgd7_2900-RA-p1,208,-4.619311,7.075604012018283,26S Proteasome non-ATPase regulatory subunit 7/8,True,False,True,True
cgd1_3730-RA-p1,209,4.604081,1.0,-,-0.000390689249910088,-0.663142955605797,-4.604081,Glucosamine-fructose-6-phosphate aminotransferase/Sugar isomerase (SIS),6.719124699335345,OTHER,0.0007160000000000001,0.9992840000000001,,1,0,o659-677i,cgd1_3730-RA-p1,209,-4.604081,6.719124699335345,Glucosamine-fructose-6-phosphate aminotransferase/Sugar isomerase (SIS),True,False,True,True
cgd4_4200-RA-p1,210,4.562066000000001,1.0,-,-0.000390689249910088,-0.6591615639806268,-4.562066000000001,Tetratricopeptide repeat,6.392672512518114,OTHER,0.000593,0.9994069999999999,,1,0,o42-60i,cgd4_4200-RA-p1,210,-4.562066000000001,6.392672512518114,Tetratricopeptide repeat,True,False,True,True
cgd6_3910-RA-p1,211,4.538424,1.0,-,-0.000390689249910088,-0.6569050671898218,-4.538424,Pleckstrin homology (PH) domain containing protein,6.179863325904258,OTHER,0.000967,0.999033,,0,0,o,cgd6_3910-RA-p1,211,-4.538424,6.179863325904258,Pleckstrin homology (PH) domain containing protein,False,False,False,False
cgd2_3330-RA-p1,212,4.495928,1.0,+,-0.000390689249910088,0.6528193476114771,4.495928,Hsp70 protein,8.022325525114448,SP(Sec/SPI),0.588598,0.41140200000000005,CS pos: 28-29. ARS-SL. Pr: 0.2838,0,Y,n8-23c28/29o,cgd2_3330-RA-p1,212,4.495928,8.022325525114448,Hsp70 protein,False,False,True,True
cgd8_1030-RA-p1,213,4.416373,1.0,-,-0.000390689249910088,-0.6450657461071859,-4.416373,Glycyl-tRNA synthetase,7.352242993428437,OTHER,0.001235,0.998765,,1,0,i21-40o,cgd8_1030-RA-p1,213,-4.416373,7.352242993428437,Glycyl-tRNA synthetase,True,False,True,True
cgd6_5330-RA-p1,214,4.393943,1.0,-,-0.000390689249910088,-0.6428544187779298,-4.393943,Uncharacterized protein,6.403880814748651,OTHER,0.000997,0.9990030000000001,,0,0,o,cgd6_5330-RA-p1,214,-4.393943,6.403880814748651,Uncharacterized protein,False,False,False,False
cgd7_3020-RA-p1,215,4.393912,1.0,+,-0.000390689249910088,0.6428513547471876,4.393912,Rhomboid-like protein,5.929420628826569,OTHER,0.00021600000000000002,0.999784,,7,0,i114-131o184-206i213-233o239-258i270-288o294-314i400-419o,cgd7_3020-RA-p1,215,4.393912,5.929420628826569,Rhomboid-like protein,False,False,False,False
cgd6_3800-RA-p1,216,4.3059,1.0,-,-0.000390689249910088,-0.6340639395718883,-4.3059,Hexokinase,6.2029825429444925,OTHER,0.000164,0.9998360000000001,,1,0,o428-448i,cgd6_3800-RA-p1,216,-4.3059,6.2029825429444925,Hexokinase,True,False,True,True
cgd4_4300-RA-p1,217,4.2496,1.0,-,-0.000390689249910088,-0.6283480533519047,-4.2496,Beta adaptin,6.909662806916075,OTHER,0.001193,0.998807,,0,0,o,cgd4_4300-RA-p1,217,-4.2496,6.909662806916075,Beta adaptin,True,False,True,True
cgd3_1950-RA-p1,218,4.2283610000000005,1.0,-,-0.000390689249910088,-0.6261720584875999,-4.2283610000000005,unspecified product,6.625593656485638,OTHER,0.007809999999999999,0.99219,,0,0,o,cgd3_1950-RA-p1,218,-4.2283610000000005,6.625593656485638,unspecified product,False,False,True,False
cgd2_930-RA-p1,219,4.201969,1.0,-,-0.000390689249910088,-0.6234528440769302,-4.201969,insulinase-like peptidase,7.176910819291389,OTHER,0.000348,0.9996520000000001,,0,0,o,cgd2_930-RA-p1,219,-4.201969,7.176910819291389,insulinase-like peptidase,True,False,True,False
cgd1_3630-RA-p1,220,4.139771,1.0,-,-0.000390689249910088,-0.616976317887314,-4.139771,Dynein family light intermediate chain,6.694191471695178,OTHER,0.000819,0.999181,,0,0,o,cgd1_3630-RA-p1,220,-4.139771,6.694191471695178,Dynein family light intermediate chain,False,False,False,False
cgd4_2780-RA-p1,221,4.100268,1.0,+,-0.000390689249910088,0.6128122438215208,4.100268,DnaJ domain containing protein,7.594025123309619,SP(Sec/SPI),0.989715,0.010284999999999999,CS pos: 20-21. TFG-KS. Pr: 0.9623,0,Y,n4-15c20/21o,cgd4_2780-RA-p1,221,4.100268,7.594025123309619,DnaJ domain containing protein,True,False,True,True
cgd6_1750-RA-p1,222,4.046530000000001,1.0,-,-0.000390689249910088,-0.6070827644953227,-4.046530000000001,Rab geranylgeranyl transferase beta / prenyltransferase alpha/alpha toroid fold containing protein,5.384389559030597,OTHER,0.000335,0.9996649999999999,,0,0,o,cgd6_1750-RA-p1,222,-4.046530000000001,5.384389559030597,Rab geranylgeranyl transferase beta / prenyltransferase alpha/alpha toroid fold containing protein,True,False,True,True
cgd8_580-RA-p1,223,4.04091,1.0,-,-0.000390689249910088,-0.6064791778520419,-4.04091,Ubiquitin-conjugating enzyme E2,6.864585335902201,OTHER,0.001628,0.9983719999999999,,0,0,o,cgd8_580-RA-p1,223,-4.04091,6.864585335902201,Ubiquitin-conjugating enzyme E2,True,False,True,True
cgd5_480-RA-p1,224,3.997528,1.0,-,-0.000390689249910088,-0.6017915143702188,-3.997528,26S proteasome complex ubiquitin receptor subunit Rpn13,6.770259298395291,OTHER,0.00041,0.99959,,0,0,o,cgd5_480-RA-p1,224,-3.997528,6.770259298395291,26S proteasome complex ubiquitin receptor subunit Rpn13,True,False,True,True
cgd1_2050-RA-p1,225,3.9898480000000003,1.0,-,-0.000390689249910088,-0.6009563508199144,-3.9898480000000003,Uncharacterized protein with WD40 repeat,5.958976004603301,OTHER,0.0006519999999999999,0.9993479999999999,,0,0,o,cgd1_2050-RA-p1,225,-3.9898480000000003,5.958976004603301,Uncharacterized protein with WD40 repeat,False,False,False,False
cgd6_3460-RA-p1,226,3.903467,1.0,+,-0.000390689249910088,0.5914505121806647,3.903467,Uncharacterized protein,6.289200857012869,OTHER,0.001693,0.9983069999999999,,0,0,o,cgd6_3460-RA-p1,226,3.903467,6.289200857012869,Uncharacterized protein,False,False,False,False
cgd8_2200-RA-p1,227,3.864009,1.0,-,-0.000390689249910088,-0.5870381292977479,-3.864009,Actin,6.564351964856791,OTHER,0.001939,0.9980610000000001,,0,0,o,cgd8_2200-RA-p1,227,-3.864009,6.564351964856791,Actin,True,False,True,True
cgd8_1770-RA-p1,228,3.85874,1.0,-,-0.000390689249910088,-0.5864455170089865,-3.85874,Uncharacterized Secreted Protein,6.329749783112998,SP(Sec/SPI),0.988118,0.011881999999999998,CS pos: 26-27. ASG-ET. Pr: 0.5645,0,Y,n5-18c23/24o,cgd8_1770-RA-p1,228,-3.85874,6.329749783112998,Uncharacterized Secreted Protein,False,False,False,False
cgd8_3120-RA-p1,229,3.8485519999999998,1.0,+,-0.000390689249910088,0.5852973589377202,3.8485519999999998,Uncharacterized protein,6.904908942634058,OTHER,0.000648,0.999352,,0,0,o,cgd8_3120-RA-p1,229,3.8485519999999998,6.904908942634058,Uncharacterized protein,False,False,False,False
cgd2_920-RA-p1,230,3.8341839999999996,1.0,-,-0.000390689249910088,-0.5836729505522734,-3.8341839999999996,Peptidase M16(Insulinase),6.608042620936963,OTHER,0.000834,0.999166,,0,0,o,cgd2_920-RA-p1,230,-3.8341839999999996,6.608042620936963,Peptidase M16(Insulinase),True,False,True,True
cgd4_2910-RA-p1,231,3.788061,1.0,-,-0.000390689249910088,-0.578416963929465,-3.788061,Peptidase M24,7.256285882047735,OTHER,0.001254,0.9987459999999999,,0,0,o,cgd4_2910-RA-p1,231,-3.788061,7.256285882047735,Peptidase M24,True,False,True,True
cgd7_2170-RA-p1,232,3.78724,1.0,-,-0.000390689249910088,-0.5783228275324984,-3.78724,Voltage-dependent calcium channel alpha-1 subunit,6.669280300332615,OTHER,0.000195,0.9998049999999999,,1,0,o665-683i,cgd7_2170-RA-p1,232,-3.78724,6.669280300332615,Voltage-dependent calcium channel alpha-1 subunit,False,False,False,False
cgd7_5100-RA-p1,233,3.7318010000000004,1.0,-,-0.000390689249910088,-0.5719184767394748,-3.7318010000000004,Thioredoxin,7.286545198377833,SP(Sec/SPI),0.790363,0.209637,CS pos: 25-26. VKG-GN. Pr: 0.7515,0,Y,n7-18c25/26o,cgd7_5100-RA-p1,233,-3.7318010000000004,7.286545198377833,Thioredoxin,False,False,False,False
cgd6_4280-RA-p1,234,3.7288339999999995,1.0,-,-0.000390689249910088,-0.5715730498969238,-3.7288339999999995,Uncharacterized protein,5.788018747189109,SP(Sec/SPI),0.980252,0.019747999999999998,CS pos: 27-28. SNS-TE. Pr: 0.7949,0,Y,n11-22c27/28o,cgd6_4280-RA-p1,234,-3.7288339999999995,5.788018747189109,Uncharacterized protein,False,False,False,False
